@relation appa

@attribute meanx real
@attribute meany real
@attribute meanz real
@attribute rmsx real
@attribute rmsy real
@attribute rmsz real
@attribute sdx real
@attribute sdy real
@attribute sdz real
@attribute ra real
@attribute madx real
@attribute mady real
@attribute madz real
@attribute activity { Lying,Sitting,Standing,Walking }


@data
0.1,0.905,0,0.1,0.905262392900533,0,0,0.0217944947177033,0,0.910508099909056,0,0.0095,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.905,0,0.1,0.905262392900533,0,0,0.0217944947177033,0,0.910508099909056,0,0.0095,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.905,0,0.1,0.905262392900533,0,0,0.0217944947177033,0,0.910508099909056,0,0.0095,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.91,0,0.1,0.910494371207203,0,0,0.0299999999999999,0,0.915478017212865,0,0.018,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.915,0,0.1,0.915696456256111,0,0,0.0357071421427142,0,0.920448260360135,0,0.0255,0,Lying
0.07,0.925,-0.005,0.0836660026534075,0.92655275079188,0.0223606797749979,0.0458257569495584,0.053619026473818,0.0217944947177033,0.927658342279095,0.042,0.045,0.0095,Lying
0.095,0.929999999999999,0,0.102469507659596,0.931128347758782,0,0.038405728739343,0.0458257569495584,0,0.934839558427006,0.019,0.042,0,Lying
0.1,0.909999999999999,0.015,0.1,0.910494371207203,0.0741619848709566,0,0.0299999999999999,0.0726291952316697,0.915600895587154,0,0.018,0.0595,Lying
0.1,0.919999999999999,-0.025,0.1,0.920869154657707,0.0974679434480896,0,0.0399999999999999,0.0942072184070838,0.925756447452568,0,0.032,0.075,Lying
0.1,0.905,0.015,0.1,0.905262392900533,0.0591607978309961,0,0.0217944947177033,0.0572276157112979,0.910631648911896,0,0.0095,0.0425,Lying
0.1,0.9,-0.005,0.1,0.9,0.0223606797749979,0,0,0.0217944947177033,0.905552317649289,0,0,0.0095,Lying
0.1,0.915,0.005,0.1,0.915696456256111,0.0223606797749979,0,0.0357071421427142,0.0217944947177033,0.920461840599598,0,0.0255,0.0095,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.905,0,0.1,0.905262392900533,0,0,0.0217944947177033,0,0.910508099909056,0,0.0095,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.909999999999999,0,0.1,0.910494371207203,0,0,0.0299999999999999,0,0.915478017212865,0,0.018,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
0.1,0.905,0,0.1,0.905262392900533,0,0,0.0217944947177033,0,0.910508099909056,0,0.0095,0,Lying
0.1,0.909999999999999,0,0.1,0.910494371207203,0,0,0.0299999999999999,0,0.915478017212865,0,0.018,0,Lying
0.1,0.9,0,0.1,0.9,0,0,0,0,0.905538513813741,0,0,0,Lying
-0.9,-0.4,-0.195,0.9,0.4,0.196214168703485,0,0,0.0217944947177033,1.0040044820617,0,0,0.0095,Sitting
-0.895,-0.415,-0.185,0.895265323800715,0.41653331199317,0.188414436814167,0.0217944947177033,0.0357071421427142,0.0357071421427142,1.00373054152994,0.0095,0.0255,0.0255,Sitting
-0.895,-0.405,-0.2,0.895265323800715,0.405585995813465,0.2,0.0217944947177033,0.0217944947177033,0,1.00252182021141,0.0095,0.0095,0,Sitting
-0.89,-0.4,-0.195,0.890505474435727,0.4,0.196214168703485,0.0299999999999999,0,0.0217944947177033,0.995050249987406,0.018,0,0.0095,Sitting
-0.895,-0.4,-0.195,0.895265323800715,0.4,0.196214168703485,0.0217944947177033,0,0.0217944947177033,0.999524887133882,0.0095,0,0.0095,Sitting
-0.885,-0.4,-0.2,0.885720046064218,0.4,0.2,0.0357071421427142,0,0,0.991577026760906,0.0255,0,0,Sitting
-0.895,-0.4,-0.195,0.895265323800715,0.4,0.196214168703485,0.0217944947177033,0,0.0217944947177033,0.999524887133882,0.0095,0,0.0095,Sitting
-0.894999999999999,-0.405,-0.195,0.895265323800715,0.405585995813465,0.196214168703485,0.0217944947177033,0.0217944947177033,0.0217944947177033,1.00153631986064,0.0095,0.0095,0.0095,Sitting
-0.895,-0.4,-0.19,0.895265323800715,0.4,0.192353840616713,0.0217944947177033,0,0.0299999999999999,0.998561465308971,0.0095,0,0.018,Sitting
-0.894999999999999,-0.4,-0.2,0.895265323800715,0.4,0.2,0.0217944947177033,0,0,1.00051236873913,0.0095,0,0,Sitting
-0.9,-0.4,-0.2,0.9,0.4,0.2,0,0,0,1.00498756211208,0,0,0,Sitting
-0.865,-0.4,-0.195,0.866314030822542,0.4,0.196214168703485,0.0476969600708472,0,0.0217944947177033,0.972753822917186,0.0455,0,0.0095,Sitting
-0.88,-0.405,-0.195,0.880908621821809,0.405585995813465,0.196214168703485,0.0399999999999999,0.0217944947177033,0.0217944947177033,0.988154846165316,0.032,0.0095,0.0095,Sitting
-0.87,-0.41,-0.2,0.87120606058498,0.411096095821889,0.2,0.0458257569495584,0.0299999999999999,0,0.982344135219425,0.042,0.018,0,Sitting
-0.9,-0.4,-0.2,0.9,0.4,0.2,0,0,0,1.00498756211208,0,0,0,Sitting
-0.9,-0.405,-0.195,0.9,0.405585995813465,0.196214168703485,0,0.0217944947177033,0.0217944947177033,1.00600695822643,0,0.0095,0.0095,Sitting
-0.885,-0.395,-0.19,0.885720046064218,0.395600808897049,0.192353840616713,0.0357071421427142,0.0217944947177033,0.03,0.987598096393467,0.0255,0.0095,0.018,Sitting
-0.875,-0.425,-0.2,0.876070773396761,0.427200187265876,0.2,0.0433012701892219,0.0433012701892219,0,0.99310120330206,0.0375,0.0375,0,Sitting
-0.89,-0.4,-0.185,0.890505474435727,0.401248052954777,0.188414436814167,0.0299999999999999,0.0316227766016838,0.0357071421427142,0.993138963086234,0.018,0.01,0.0255,Sitting
-0.895,-0.395,-0.19,0.895265323800715,0.395600808897049,0.192353840616713,0.0217944947177033,0.0217944947177033,0.03,0.996569114512385,0.0095,0.0095,0.018,Sitting
-0.89,-0.4,-0.18,0.890505474435727,0.401248052954777,0.184390889145857,0.0299999999999999,0.0316227766016838,0.04,0.992219733728371,0.018,0.01,0.032,Sitting
-0.89,-0.43,-0.19,0.890505474435727,0.433589667773576,0.194935886896179,0.0299999999999999,0.0556776436283002,0.0435889894354067,1.00652868811574,0.018,0.049,0.019,Sitting
-0.915,-0.219999999999999,-0.0349999999999999,0.915696456256111,0.266458251889484,0.0591607978309961,0.0357071421427142,0.150332963783729,0.0476969600708472,0.941727136701497,0.0255,0.132,0.0455,Sitting
-0.775,0.319999999999999,0.15,0.79968743894099,0.357770876399966,0.170293863659264,0.197167441531303,0.16,0.0806225774829855,0.851777553120531,0.179999999999999,0.126,0.07,Sitting
